baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000290	15508.0731506829	-0.364550831023181	0.137987773921447	-2.64190674770006	0.00824407508480604	0.0445754320242792
ENSMUSG00000000295	425.735309323582	0.254325488125334	0.259669533887199	0.97941981994628	0.32737258795844	0.626113699855698
ENSMUSG00000000296	0.828371629906978	-0.0631432402677011	399.642799672679	-0.000157999194078856	0.99987393488295	NA
ENSMUSG00000000301	32.5672305083679	-0.583633947597256	0.441349801933757	-1.32238407050391	0.186040290534748	0.441828452233102
ENSMUSG00000000303	43.3885628126452	1.91311962107247	0.60592032055417	3.15737821653307	0.00159194717468731	0.0115093511668487
ENSMUSG00000000305	2.75891933029454	-0.0642324798121386	365.031762387336	-0.000175964084308865	0.999859600974599	NA
ENSMUSG00000000308	19.1699567415285	0.121847048844634	0.404525166506013	0.301210057947835	0.763254320645417	0.951899721601059
ENSMUSG00000000317	5.44902583553474	-1.36845703781471	1.42006107898402	-0.963660689013301	0.33521606920773	NA
ENSMUSG00000000318	1.16513689014125	-0.0631298252350311	400.030235213789	-0.000157812634340733	0.999874083736083	NA
ENSMUSG00000000320	8.45940959556364	2.48977141625693	1.70226856516044	1.46261962842641	0.143571489255414	0.377310340529098
ENSMUSG00000000325	147.433296014858	-0.279273411601405	0.523148097372427	-0.533832413811861	0.593457485703721	0.853044497398824
ENSMUSG00000000326	1234.56242745656	-0.328046206766166	0.221552350671845	-1.48067129855036	0.138694185793071	0.369198004240203
ENSMUSG00000000339	607.47746526989	-0.785649199279086	0.506316978953232	-1.55169435736354	0.120735373480663	0.335404152155212
ENSMUSG00000000340	555.4574833261	-0.038148903625717	0.344751140673492	-0.110656352147786	0.911888859277274	0.999946408188231
ENSMUSG00000000346	11975.4032515066	-0.139562983862626	0.271895716144176	-0.513296001282422	0.607744280695673	0.862940791442637
ENSMUSG00000000355	1112.7206599145	0.242025605304031	0.358638783731119	0.674845042652955	0.499774219820447	0.788516976918548
ENSMUSG00000000359	0.210378473298004	15.2626798858936	272.699505228522	0.0559688580039904	0.955366615971547	NA
ENSMUSG00000000365	10.5463656358856	-0.0884394518590058	1.16651695568211	-0.0758149733085464	0.939566303433891	0.999946408188231
ENSMUSG00000000374	4364.2131612912	0.716880738257034	0.210735647532664	3.40180100827943	0.000669433621535731	0.00553801256183568
ENSMUSG00000000378	5673.34939061011	0.694617698581827	0.23554918434158	2.94892848185172	0.00318877759550228	0.0205493700544859
ENSMUSG00000000381	2.44569924905762	15.1211891040161	260.692853436886	0.058003849759069	0.953745562027537	NA
ENSMUSG00000000384	3039.02326949129	0.619851951366256	0.140950357414005	4.39766143725058	1.09423490326409e-05	0.000151088588566081
ENSMUSG00000000385	3.41942079915465	-16.2683600857735	259.203238096883	-0.062762950822755	0.949955268637139	NA
ENSMUSG00000000386	171.507697286862	-0.561872371868165	0.468416410029246	-1.19951470494615	0.230327870390301	0.505862976429337
ENSMUSG00000000392	18.6126923772197	-0.867067273410635	1.49967480300604	-0.578170195080047	0.563149219165817	0.831763722007831
ENSMUSG00000000394	0.748746597027822	-15.6300187950722	284.071704611523	-0.0550213855915244	0.956121426359706	NA
ENSMUSG00000000399	1815.95635877022	-0.310766476712992	0.198335709504401	-1.56687102634988	0.117144841264834	0.328768714116551
ENSMUSG00000000402	1.48819652927319	16.8241069114762	270.46666666605	0.0622039940036279	0.950400381896746	NA
ENSMUSG00000000409	22959.0400383045	-0.403909879920642	0.18140297227552	-2.22658909528324	0.0259747484213717	0.110028727826223
ENSMUSG00000000411	28.1765099930825	1.10411238716594	1.01642019869233	1.0862755271751	0.277357110985679	0.567971574469725
ENSMUSG00000000416	1.03751670979031	-15.3594502446072	262.855478027679	-0.058433061239035	0.953403680692532	NA
ENSMUSG00000000420	3855.36545061267	0.0397376539086345	0.259699887998811	0.153013750659825	0.87838743152925	0.999946408188231
ENSMUSG00000000435	0.298177319540097	-0.0630385361354505	402.747914906505	-0.000156521073858531	0.999875114252238	NA
ENSMUSG00000000439	662.673391846537	-0.00991742949542618	0.207242099692006	-0.0478543187420173	0.961832346012822	0.999946408188231
ENSMUSG00000000440	33.2829503367182	2.85727547544852	0.551827450210284	5.1778422301386	2.24466927489e-07	4.47169259478664e-06
ENSMUSG00000000441	4860.78107310458	0.443602646031355	0.187677925307134	2.36363784022762	0.0180964932952359	0.0828277026619258
ENSMUSG00000000486	14219.442943427	0.258188592842967	0.206639216891026	1.24946559867736	0.211494828366804	0.479603327516625
ENSMUSG00000000489	2028.80482144723	-4.24388491116807	0.390241967441054	-10.8750090078641	1.51640813120156e-27	2.61307449168652e-25
ENSMUSG00000000530	689.836724237273	-0.890293924426318	0.332387537922512	-2.6784816602657	0.00739567821236548	0.0408862133318839
ENSMUSG00000000531	357.061214182076	1.1429593827778	0.285959559397783	3.99692664649792	6.41701747037168e-05	0.000726531176408968
ENSMUSG00000000532	1500.88228078378	-0.137984185078258	0.196605136024683	-0.701834081592529	0.482782641654296	0.774321526525207
ENSMUSG00000000538	1460.4684024847	0.685048771528774	0.321848628703355	2.12848124998593	0.0332972029214583	0.132652740902147
ENSMUSG00000000544	1.02094076176113	-0.0630473902432168	402.483246794995	-0.000156645998921118	0.99987501457646	NA
ENSMUSG00000000552	85.5821644136328	-0.364218405516522	0.69075769403638	-0.527273758455363	0.598003494574385	0.855881478623598
ENSMUSG00000000555	545.252835155087	-0.400847403461198	0.436337396773576	-0.918663874389859	0.3582714109741	0.658812608462885
ENSMUSG00000000560	0.342479733454765	-0.0469940629065603	660.173247822552	-7.11844399353666e-05	0.999943203034454	NA
ENSMUSG00000000561	1201.9074229296	0.249914741935675	0.421942187894784	0.592296170199492	0.553652280021869	0.827186597546084
ENSMUSG00000000562	48.2208777691944	-2.93373014681177	0.443101885122476	-6.62089294880989	3.57035472937768e-11	1.34626592333996e-09
ENSMUSG00000000563	4531.73873870446	-0.504064152285328	0.32528227910825	-1.54962069765129	0.121232582160719	0.336346774350188
ENSMUSG00000000567	1.52294919842952	-0.0640850828131898	369.946884798915	-0.000173227794168407	0.999861784218222	NA
ENSMUSG00000000568	5498.50155317702	-0.439954500555864	0.322247053751576	-1.36527082384135	0.172167945522048	0.421480045068324
ENSMUSG00000000579	34.3613369853607	-0.949053483673211	0.649436148142989	-1.46134995162643	0.143919428061414	0.377706302825813
ENSMUSG00000000581	1089.98256797225	0.236861958761145	0.29664120661358	0.798479622791223	0.424592213621644	0.724413170804769
ENSMUSG00000000594	5944.46505159959	0.42826011472947	0.31514482433735	1.35893113786642	0.174168410765321	0.424447751988122
ENSMUSG00000000600	1928.87731429581	0.335912846713956	0.35977664344214	0.933670522633518	0.35047387492827	0.650233183975447
ENSMUSG00000000605	2734.45779064057	0.864099542740705	0.170083290872457	5.08044933931034	3.76543144580126e-07	7.20154435893977e-06
ENSMUSG00000000606	0.147893757221842	-0.0445322369775145	677.340492414053	-6.57457179605502e-05	0.999947542506738	NA
ENSMUSG00000000617	45.3077096543283	-3.48938758453616	0.750422566227386	-4.6498969268454	3.32100958331291e-06	5.12792447487886e-05
ENSMUSG00000000627	1876.44998291885	1.1408713231951	0.258924033815317	4.40620094776079	1.05199376753787e-05	0.000145840358827133
ENSMUSG00000000628	951.392439384215	-2.66139570933531	0.951316117806477	-2.7975934177084	0.0051484876455301	0.0305505299957902
ENSMUSG00000000631	3551.3197540368	0.219200128754732	0.172355058830418	1.2717939945726	0.203446323277637	0.468362885769031
ENSMUSG00000000632	1.732231542639	15.1054462416634	256.29696020807	0.0589372820863746	0.95300206283901	NA
ENSMUSG00000000673	101.085748286587	-1.90531441591283	0.617051188138115	-3.08777367670567	0.00201661989385315	0.0140122556495474
ENSMUSG00000000682	13005.7729993014	0.282015264527086	0.301535408251466	0.935264173990139	0.349652173474206	0.64939648120988
ENSMUSG00000000686	184.355273140173	-0.777229027368604	0.480632782405714	-1.61709532895017	0.105857705006892	0.306732801862916
ENSMUSG00000000690	2.48674936046577	-0.064330074566769	361.70265324533	-0.000177853477129835	0.999858093457261	NA
ENSMUSG00000000693	24.7762761097234	-1.77355104247103	1.11237905700041	-1.5943765133924	0.110851729652566	0.316414942085974
ENSMUSG00000000701	0	NA	NA	NA	NA	NA
ENSMUSG00000000706	1.10312965611598	15.2904311255337	274.117930255264	0.0557804851046954	0.955516681365921	NA
ENSMUSG00000000708	1999.45776068789	0.118815672156079	0.213044652343868	0.557703142739777	0.57704711129764	0.841685781435664
ENSMUSG00000000711	1741.59109654038	-0.122570395724049	0.316053357499497	-0.387815515373047	0.698152562811063	0.915219852594921
ENSMUSG00000000724	19.2156843255382	2.24640701756889	1.95132445196626	1.1512216819224	0.249641047465994	0.530695106086109
ENSMUSG00000000730	2.23814885770889	1.91262098382173	1.31719176101703	1.45204444821683	0.146489246677145	NA
ENSMUSG00000000731	32.3851573706548	2.69460228686169	0.52987407736729	5.08536348909533	3.66922664745499e-07	7.04099260455951e-06
ENSMUSG00000000732	797.112690105856	2.08692269852179	0.29385861869035	7.10179169773088	1.23149752843692e-12	5.55527890314791e-11
ENSMUSG00000000738	2317.34848041111	-0.189867261617923	0.207101716585583	-0.916782655152266	0.359256543331354	0.660060641292877
ENSMUSG00000000739	2.88071595905001	2.01024481788131	1.28321536293742	1.56656854020174	0.117215576137405	NA
ENSMUSG00000000740	3150.23724667092	0.413874727099882	0.314344903642303	1.31662617177607	0.187963961636686	0.44497587822138
ENSMUSG00000000743	3603.53015776759	0.123980310048961	0.310391642365924	0.399431856811399	0.689575024653074	0.91069564874477
ENSMUSG00000000751	6495.57944111745	-0.998751217881893	0.257467620820165	-3.87913328557729	0.000104829306989224	0.00111852546008564
ENSMUSG00000000753	326.137814666984	2.57849545883646	0.930812099316522	2.77015679182705	0.0056029314011826	0.032683036251526
ENSMUSG00000000759	2785.73745572653	0.331362632883188	0.282680649512532	1.17221547868454	0.241110555464276	0.51961194244127
ENSMUSG00000000766	67.8936239035461	-0.664680929831278	1.03773085954976	-0.640513793836357	0.521838624338173	0.803459897658631
ENSMUSG00000000776	605.687528027485	1.1897808736657	0.223460425876892	5.32434711424551	1.01316273694737e-07	2.16074508453925e-06
ENSMUSG00000000782	23703.9855767489	0.393636081933894	0.442181957468543	0.890212898299672	0.37335158014018	0.675428296457008
ENSMUSG00000000787	12840.2301795291	-0.0233860831527035	0.347957977093738	-0.067209504285638	0.946414918909106	0.999946408188231
ENSMUSG00000000791	2397.94066075118	0.433009938857455	0.294827625053606	1.46868848798929	0.141917301333704	0.374163047240676
ENSMUSG00000000792	9.63101277986321	-17.0338219144483	241.760557861831	-0.0704574065558838	0.94382960090279	0.999946408188231
ENSMUSG00000000794	0.641555788229843	15.1849853129641	261.302143017239	0.0581127469435348	0.953658820960563	NA
ENSMUSG00000000804	2031.12529604576	-0.394958215008942	0.504816857540411	-0.782379211608093	0.433991747247576	0.732329199820822
ENSMUSG00000000805	1.79272352826062	-0.0640693870559111	370.506457127394	-0.0001729238069227	0.999862026764949	NA
ENSMUSG00000000811	114.329388074265	0.216040496229724	0.327590381210137	0.659483637558766	0.509585249832696	0.794557232768987
ENSMUSG00000000817	440.418416322816	-3.1783027725837	0.394941494084908	-8.04752810273311	8.44829757807202e-16	5.39189125427174e-14
ENSMUSG00000000823	2773.57806491077	1.25993418012794	0.207228896290069	6.07991550736409	1.20245893558617e-09	3.56639799965937e-08
ENSMUSG00000000826	6816.49000472098	-0.0322759182135277	0.156650331492748	-0.206037982211496	0.836761242247749	0.984102492930195
ENSMUSG00000000827	1575.55441455667	-0.0316373629048651	0.212263461811378	-0.149047615802002	0.881516060581879	0.999946408188231
ENSMUSG00000000838	2719.58448742053	-0.340000837611076	0.23750539681454	-1.43154994442746	0.152272663715721	0.391811638218502
ENSMUSG00000000861	15.0341802190254	-0.0645269755591298	354.647116917592	-0.000181946990349068	0.999854827306317	0.999946408188231
ENSMUSG00000000869	74.9913963613858	2.80589741412255	0.374834823190328	7.48569033752186	7.11720279800266e-14	3.68299215060606e-12
ENSMUSG00000000876	749.706603481387	-0.670898882934187	0.233409788226343	-2.87433910990742	0.00404873992732825	0.0250513057191097
ENSMUSG00000000881	380.670357999238	-0.744807260375311	0.2715560422868	-2.74273867781845	0.00609291524156896	0.0349278494486747
ENSMUSG00000000884	197.664081883232	0.492254375975043	0.264013294010217	1.86450601974609	0.0622506770080276	0.209118071018191
ENSMUSG00000000889	0.258523737998113	-0.0443515511647546	678.435377510161	-6.53732877662181e-05	0.99994783966304	NA
ENSMUSG00000000901	375.757401863818	-0.0338363533867885	0.575180747829293	-0.0588273399526764	0.953089632031629	0.999946408188231
ENSMUSG00000000902	2495.42738470552	-0.207454548220709	0.172888939174074	-1.19992955715826	0.23016669963481	0.505574578471261
ENSMUSG00000000903	11.0345095863457	0.0659568652956476	0.851108921316457	0.0774952108287486	0.938229601023361	0.999946408188231
ENSMUSG00000000915	2997.31993298263	0.428425879727019	0.304874028660402	1.40525541519393	0.159945341036961	0.402891114858779
ENSMUSG00000000916	772.534771323658	0.869290491152247	0.390870759300599	2.22398445129972	0.026149490391776	0.110632953211658
ENSMUSG00000000934	173.555984746856	0.860163011598875	0.322085534181849	2.67060429703505	0.00757148454310737	0.0416539318185116
ENSMUSG00000000938	1.84226510844256	15.1561624950198	263.736371657951	0.0574670926112398	0.954173119063362	NA
ENSMUSG00000000942	5.7683493481673	-0.374398628059391	1.24548145782571	-0.300605541501192	0.763715305301401	NA
ENSMUSG00000000948	4.69449813568604	-0.0444032423645765	1.22400646548149	-0.0362769671703569	0.971061515383972	NA
ENSMUSG00000000957	51.6644030904942	-1.22240998319224	0.882865170158247	-1.38459418777742	0.166176589706484	0.411785302534099
ENSMUSG00000000958	36.4645727634451	-1.02466162174658	0.470987762155466	-2.1755589084889	0.0295882587551975	0.121280893165929
ENSMUSG00000000959	2828.53164432116	-0.189985411824935	0.16914054202042	-1.12323993736522	0.261335605110688	0.546256082880564
ENSMUSG00000000976	2124.47426548418	0.26938171013241	0.28637107277103	0.940673607588139	0.346872148050892	0.646754041897096
ENSMUSG00000000982	71.6647255200101	-4.52017790516129	1.54293794273074	-2.92959151497781	0.00339407853842718	0.0216617634719174
ENSMUSG00000000983	4.87383697190147	-0.0635493559868496	387.250300004581	-0.000164104084583273	0.999869063885134	NA
ENSMUSG00000001014	0	NA	NA	NA	NA	NA
ENSMUSG00000001016	1813.60987760613	-0.0401954835553456	0.20057544841771	-0.200400816114025	0.841167121268297	0.986188041481514
ENSMUSG00000001017	6671.15561275842	0.384284396455303	0.284098335399852	1.35264571654193	0.17616883999764	0.427027915436676
ENSMUSG00000001018	1177.27066739099	0.282972900876517	0.135093577028863	2.09464363221398	0.0362026834809742	0.141173261313453
ENSMUSG00000001020	759.106617601193	-1.50759819488905	0.594153953103402	-2.53738645853406	0.0111683589617299	0.0568547006288122
ENSMUSG00000001021	14.9364479569756	2.6392905483629	0.587830834933031	4.48988108741111	7.12629452545502e-06	0.000102675842192844
ENSMUSG00000001023	0.200535339164742	19.5389810393299	492.979636029441	0.0396344587307923	0.968384554918982	NA
ENSMUSG00000001025	1377.11139038272	1.00511892791872	0.521583871230228	1.92705139740615	0.0539732249136433	0.188616226264835
ENSMUSG00000001027	17.9655227551658	1.51066642555499	1.06147979920308	1.42317020699701	0.154686820022567	0.395719014642054
ENSMUSG00000001029	1207.91534515963	1.29858635337936	0.29678078982497	4.37557415405901	1.21113258864775e-05	0.000166032114300541
ENSMUSG00000001034	1259.46061791552	0.0810920189848896	0.176829294797994	0.458589280003223	0.646529136205953	0.887304083713045
ENSMUSG00000001036	32.5311293105713	0.733439731802533	0.646471572794657	1.134527429616	0.256573374611797	0.539706102454894
ENSMUSG00000001039	46.4371779181122	-2.41946431928168	1.15069086989025	-2.10261885497748	0.0354991003896871	0.139185551288985
ENSMUSG00000001052	4491.89345596644	-0.179889054734045	0.230902947350452	-0.779067815280067	0.435939767922419	0.734212375929399
ENSMUSG00000001053	303.710234987596	-1.06864926833995	0.376298000909854	-2.83990152952196	0.00451274616798051	0.0275074785874213
ENSMUSG00000001054	1792.54235250389	0.484426794269894	0.22286008171888	2.1736813095176	0.0297290772770786	0.121753839868404
ENSMUSG00000001056	1518.28015191843	-0.134917390458707	0.288575096963721	-0.467529568137573	0.640121042490279	0.883576241925064
ENSMUSG00000001062	1090.84901233361	0.998235147131665	0.290389944439264	3.43756788500109	0.000586963568508634	0.00496785668592376
ENSMUSG00000001065	992.054633985808	0.839961104220844	0.406105335070813	2.06833309410816	0.0386087118532529	0.148126738319748
ENSMUSG00000001076	0.552586917788131	-15.4072749051015	266.766458460703	-0.057755667612805	0.953943251316186	NA
ENSMUSG00000001082	2100.71705610551	0.1853433926607	0.233962161585502	0.792193880432095	0.428247636259448	0.727982960246898
ENSMUSG00000001089	447.502238898872	-1.78165859219164	0.539070574377309	-3.30505628924315	0.000949573269222179	0.00748538269681455
ENSMUSG00000001095	1.16455009320805	-1.60072776507337	2.8104526796894	-0.56956225473623	0.568974635250602	NA
ENSMUSG00000001098	1813.52660366684	-0.611095799634248	0.263514871923237	-2.31901825947897	0.0203940462864119	0.0912805728850519
ENSMUSG00000001100	1073.72141390225	-0.147467118912814	0.143817770434676	-1.02537480915681	0.305186369654431	0.601764816350593
ENSMUSG00000001103	1.35855102332581	17.5418267920998	461.427784551602	0.0380164077227084	0.969674600013601	NA
ENSMUSG00000001105	948.799681850376	0.706319503340948	0.246774542279166	2.86220570735338	0.00420703758070513	0.0258820676867943
ENSMUSG00000001119	44.529862160126	4.39143150461348	0.751766797508084	5.84148105392518	5.17387636978931e-09	1.37374788296162e-07
ENSMUSG00000001120	805.530805349611	0.26158966921673	0.683492893721173	0.382724782685808	0.701923837094516	0.917372132029784
ENSMUSG00000001123	3075.95726783568	0.0670334525113105	0.335853352590014	0.199591434756765	0.841800127075022	0.986630718740265
ENSMUSG00000001127	5304.14755627458	0.690618356105067	0.196641512477685	3.51206796267619	0.000444634279931625	0.00389960245476599
ENSMUSG00000001128	331.296743943625	1.51445598635831	0.369112651833799	4.10296417322543	4.07890431327538e-05	0.000489152345441969
ENSMUSG00000001131	621.682640297223	-0.0706383860143951	0.482863500194349	-0.14629058934039	0.883691994555627	0.999946408188231
ENSMUSG00000001134	122.189321891764	0.400409680047943	0.425443987651633	0.941157218505135	0.346624296884151	0.646744104003093
ENSMUSG00000001138	1537.75004220785	0.345427963358106	0.227699357294807	1.51703530243554	0.129257771224126	0.352109755318119
ENSMUSG00000001143	682.818063066741	-0.492420189707019	0.316261326315852	-1.55700412517475	0.119469506007805	0.332907265123948
ENSMUSG00000001150	3584.80346475533	-0.0446024482325572	0.15618209050354	-0.285579787597645	0.775199986170987	0.957312129755065
ENSMUSG00000001151	5820.84028004088	-0.158196007971675	0.33596311905996	-0.470873137546511	0.637731331937465	0.88214281317994
ENSMUSG00000001155	3.12339601724611	3.3096024347685	1.21439960867079	2.72529932580511	0.00642432159799679	NA
ENSMUSG00000001156	4531.87591202579	-2.56951429766185	0.20776829835935	-12.3672105800168	3.93241945914607e-35	1.05880393937508e-32
ENSMUSG00000001157	1237.01736312682	-0.38972362834948	0.166319383758612	-2.34322434067641	0.0191178837852099	0.0866945719438783
ENSMUSG00000001158	769.281145945982	-0.323801432955292	0.294494866127306	-1.09951469515709	0.271543627767201	0.560368488070644
ENSMUSG00000001166	375.455756772251	0.715556613868417	0.416420463426975	1.71835122601726	0.0857325709855468	0.263717183724195
ENSMUSG00000001168	0.822657156686486	-0.0631280367252131	400.096292490462	-0.000157782108732532	0.999874108091994	NA
ENSMUSG00000001173	780.953051739252	0.488893401164837	0.347605286052835	1.40646135367034	0.159587172671874	0.402623215419494
ENSMUSG00000001175	18019.0488568609	-0.388893718842466	0.204117428482767	-1.90524504317522	0.0567482255693742	0.195851276389236
ENSMUSG00000001211	6608.33189973923	-0.593014383924114	0.175173249954603	-3.38530217414929	0.000710999380084067	0.00583703731186691
ENSMUSG00000001225	2.46427319950787	15.1146677857934	259.575693328645	0.0582283633416204	0.953566728365573	NA
ENSMUSG00000001227	56.3308323376352	-1.18362551974483	0.987084939890995	-1.19911212491555	0.230484350080672	0.506025807343186
ENSMUSG00000001228	3009.69493527635	-2.14659588668791	0.254791011398969	-8.42492784538079	3.60972625605563e-17	2.71627960018999e-15
ENSMUSG00000001229	2934.65626366079	-0.19040190606181	0.221205869321157	-0.860745271570419	0.389378353280167	0.688988783912745
ENSMUSG00000001240	1.50190085852931	-16.2330955258472	256.465516806831	-0.0632954314013056	0.949531253684259	NA
ENSMUSG00000001247	160.71352358479	-1.87525737962786	0.515702154854565	-3.63631868119051	0.000276562153356608	0.00259995582468144
ENSMUSG00000001248	14465.1263281579	0.0891910710607762	0.293576067522936	0.303809066635883	0.761273358868839	0.950805430167995
ENSMUSG00000001249	99.4144763366101	0.453837522854759	0.824657747601955	0.550334395298517	0.582090037045557	0.844478972914588
ENSMUSG00000001260	0.538360063251288	-0.0469407299224754	660.595089117079	-7.10582483820977e-05	0.999943303720746	NA
ENSMUSG00000001270	4809.62250004513	-1.8575356948147	0.707212111541645	-2.62656092069107	0.00862525513499837	0.0463600737636593
ENSMUSG00000001280	5467.58542358309	0.115688797805095	0.392159284009633	0.295004612978263	0.767990355804149	0.953527618071698
ENSMUSG00000001281	17018.3094120048	1.21515458446675	0.340429030877823	3.56947990402985	0.000357690653494962	0.00322539264313196
ENSMUSG00000001285	936.41527488447	-0.0384160932568967	0.178993526841065	-0.214622807510842	0.830061410461681	0.981245676413232
ENSMUSG00000001288	2162.32704520014	0.620357193535498	0.326186141377873	1.90185024696325	0.0571907351435975	0.196748003193147
ENSMUSG00000001289	4048.92075201442	0.844073133888155	0.324930334188241	2.59770493880439	0.00938490987293056	0.0494105612375006
