baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	6270.36054465604	-1.09375244862717	0.28203112167606	-3.87812679014711	0.000105263856000925	0.000358964065938389
ENSMUSG00000000003	0	NA	NA	NA	NA	NA
ENSMUSG00000000028	1085.28170987954	-4.79520142309087	0.397735836437881	-12.0562468447316	1.7979092999685e-33	6.56252474291794e-32
ENSMUSG00000000031	50.5667143302198	-4.77764020270167	1.1239721242657	-4.25067499411781	2.13127242695609e-05	8.07315262304355e-05
ENSMUSG00000000037	19.7948997592894	-0.639105824560076	0.425501934358978	-1.50200451032706	0.133095944001297	0.210684445838139
ENSMUSG00000000049	1.58886107187952	3.01537079468219	2.08664103894974	1.4450836240621	0.148434398168708	NA
ENSMUSG00000000056	1103.91735624007	-0.400462804285737	0.386089899454865	-1.03722683460812	0.299630154749157	0.410306286682185
ENSMUSG00000000058	59.6802642348751	-19.0782226474584	104.23702803816	-0.183027308112373	0.854776591753353	0.923499452701086
ENSMUSG00000000078	5100.07308929724	0.0315168300734382	0.172342897987872	0.182872810202229	0.854897817423851	0.923499452701086
ENSMUSG00000000085	657.049701491856	1.20253868661797	0.187315466658326	6.41985794377283	1.36401569693316e-10	9.76130974961239e-10
ENSMUSG00000000088	2648.52908976017	-0.0581217152766505	0.508897471794909	-0.114211051337418	0.909070491535468	0.949373613356871
ENSMUSG00000000093	137.958211565059	5.59893133928395	0.591734480011508	9.46189807829866	3.02403245448871e-21	5.19487337063514e-20
ENSMUSG00000000094	1.42102388930743	2.94469739796952	2.00621947476265	1.46778427535597	0.142162830120229	NA
ENSMUSG00000000103	0.0396535815419843	15.6591179917069	277.999198875457	0.0563279248826976	0.955080573304872	NA
ENSMUSG00000000120	3.66413157784352	-0.395375357550894	2.64788266175042	-0.149317552194524	0.881303065884451	0.938636480356217
ENSMUSG00000000125	56.2560147954414	2.16243144292052	0.77110821764094	2.80431642855016	0.00504233918625454	0.0122149419831731
ENSMUSG00000000126	105.104840708309	1.00554227235874	1.39210336730105	0.722318684070309	0.470098568217496	0.588489416620821
ENSMUSG00000000127	6.28962616675417	-3.32821265144175	0.938437948931782	-3.54654525131921	0.000390317702745831	0.00119709933559487
ENSMUSG00000000131	9529.88992765719	1.23519103505434	0.237935063267256	5.19129470912378	2.08836763579748e-07	1.05273122971591e-06
ENSMUSG00000000134	2130.47302244993	0.840202748201724	0.338453715645624	2.48247458769651	0.0130473373819486	0.0284285094766417
ENSMUSG00000000142	1382.23856117438	3.45841544433557	0.266805914199305	12.9622892907543	2.00182738387009e-38	9.16532315906259e-37
ENSMUSG00000000148	1162.29803347496	0.434528144777172	0.18715454670824	2.32176109220883	0.020245803347653	0.0419063257302133
ENSMUSG00000000149	1079.13295847085	0.36048968740479	0.227936039888694	1.58153878421695	0.113754898295498	0.184547212525149
ENSMUSG00000000154	3.58841580949688	-0.949461858773959	1.50519221094848	-0.630791105526429	0.528177119835276	0.643932753739552
ENSMUSG00000000157	0.643001291143681	-2.00171237037893	2.43110343978688	-0.823376059454882	0.410294172977729	NA
ENSMUSG00000000159	7.88419028210961	-1.08186877459939	1.78221424924531	-0.607036317354946	0.543826810766485	0.658943420568597
ENSMUSG00000000167	16.4446259080216	-2.29876528545704	1.51818486517477	-1.51415373594335	0.129986852393278	0.206677721444574
ENSMUSG00000000168	1127.56475080456	-1.51580886835841	0.242961542843962	-6.23888394276419	4.40703798154139e-10	3.00183140133387e-09
ENSMUSG00000000171	2469.01931158445	-0.872616862091324	0.264566497137616	-3.29828935837415	0.000972758343944305	0.00275959906813187
ENSMUSG00000000182	1.54361044714825	-17.3102103087198	138.484144744549	-0.124997777475903	0.900525309857614	NA
ENSMUSG00000000183	0.48107582593124	1.15654369145366	3.61718354117336	0.31973597089809	0.749168489185381	NA
ENSMUSG00000000184	11413.0212540035	-0.743751907716464	0.241278290474858	-3.08254798329635	0.00205236639677717	0.0054186898185438
ENSMUSG00000000194	2228.48863583314	0.506731539196139	0.293408342979087	1.72705225097248	0.0841582799351968	0.143611856564186
ENSMUSG00000000197	0.729124489120919	2.02526647243891	1.74071271124368	1.16346968650096	0.244638990180745	NA
ENSMUSG00000000202	3.24753110421327	4.76929989179401	2.526846994584	1.88745100198645	0.0590996907666109	0.10622107759307
ENSMUSG00000000204	12.2774430477831	-0.0989589950144766	0.708456745463393	-0.139682479767694	0.888910869801126	0.94129176071605
ENSMUSG00000000214	0.601207011033442	16.6068522107312	271.193000307649	0.0612362863049266	0.951171031652887	NA
ENSMUSG00000000215	0.0528004159126405	16.0234137240234	275.33500274576	0.0581960650270797	0.953592455065592	NA
ENSMUSG00000000216	1.76795772224435	17.809991864109	263.293380006985	0.0676431434152903	0.946069710549818	NA
