baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	6270.36054465604	1.72400726388084	0.283388950010877	6.08353735674829	1.17559510666938e-09	1.17725520436186e-08
ENSMUSG00000000003	0	NA	NA	NA	NA	NA
ENSMUSG00000000028	1085.28170987954	1.36307863609891	0.398710175571787	3.41872046316382	0.000629163261867574	0.00208888312380413
ENSMUSG00000000031	50.5667143302198	0.679961753959843	1.55601041770464	0.436990489410022	0.662118245353087	0.807598647065283
ENSMUSG00000000037	19.7948997592894	-0.0140855513370887	0.62377275073564	-0.0225812226014634	0.981984322202474	0.995186249786205
ENSMUSG00000000049	1.58886107187952	-19.0900244289978	263.119284387771	-0.0725527377190034	0.942162037381755	NA
ENSMUSG00000000056	1103.91735624007	0.135901963936806	0.389533473961459	0.348883916328723	0.727176460339518	0.862280775755295
ENSMUSG00000000058	59.6802642348751	3.64703904167814	0.848022867620163	4.30063761359756	1.70307371189914e-05	7.97670067557067e-05
ENSMUSG00000000078	5100.07308929724	-0.137271343108743	0.173060742819509	-0.793197468543793	0.427662782177034	0.575436352097236
ENSMUSG00000000085	657.049701491856	-0.5751286841273	0.199560510762331	-2.88197640871072	0.00395189320316027	0.0107496660265534
ENSMUSG00000000088	2648.52908976017	1.46359119154691	0.511250213257478	2.86276886267001	0.0041995679356848	0.0113300165231164
ENSMUSG00000000093	137.958211565059	-4.98155173374617	0.773420473557822	-6.440935951476	1.187389758381e-10	1.37787586083158e-09
ENSMUSG00000000094	1.42102388930743	-18.0370623856961	257.8666013617	-0.0699472606783852	0.944235636637344	NA
ENSMUSG00000000103	0.0396535815419843	-1.67489563255002	413.827653681847	-0.00404732650814508	0.996770709483047	NA
ENSMUSG00000000120	3.66413157784352	-18.9545329475644	284.555182219963	-0.0666110973614685	0.946891310952614	0.982147939200903
ENSMUSG00000000125	56.2560147954414	-9.1377250080751	1.56821829411602	-5.82681954569716	5.6493641005127e-09	5.05696000152018e-08
ENSMUSG00000000126	105.104840708309	-1.69153530388734	395.637550498379	-0.00427546703227876	0.99658868125766	0.998117772476362
ENSMUSG00000000127	6.28962616675417	-2.6331463025907	1.16028848641093	-2.2693893229396	0.0232446609050848	0.0500073620617595
