baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	6270.36054465604	-0.710999652998671	0.282513923908727	-2.51668888797275	0.0118463382144078	0.0285784824458455
ENSMUSG00000000003	0	NA	NA	NA	NA	NA
ENSMUSG00000000028	1085.28170987954	2.07944117378774	0.393951012787537	5.27842575926874	1.30298436531149e-07	9.33986130742412e-07
ENSMUSG00000000031	50.5667143302198	18.3588010569367	251.865439426133	0.0728913069564711	0.941892611586602	0.982055612210233
ENSMUSG00000000037	19.7948997592894	-0.839619241658387	0.711309059328546	-1.18038598081537	0.237846735170667	0.364641898617521
ENSMUSG00000000049	1.58886107187952	-14.6617825831025	266.283098748705	-0.0550608831427901	0.956089959574212	NA
ENSMUSG00000000056	1103.91735624007	-0.395870203987958	0.388425309254882	-1.01916686311548	0.308123755388031	0.449278645925987
ENSMUSG00000000058	59.6802642348751	0.164544729086465	0.740352222845112	0.222251955230354	0.82411775090333	0.966133552184922
ENSMUSG00000000078	5100.07308929724	-0.87939089422885	0.174944458301884	-5.02668619952152	4.99027934657656e-07	3.25729142803815e-06
ENSMUSG00000000085	657.049701491856	0.898742054333339	0.196530453188324	4.57304219144158	4.80693296294921e-06	2.61633192727545e-05
ENSMUSG00000000088	2648.52908976017	2.33805902451796	0.508341533843168	4.5993861781109	4.23737635059784e-06	2.33062461773068e-05
ENSMUSG00000000093	137.958211565059	4.46919527052616	0.563515760297053	7.93091442228742	2.1753809135394e-15	4.5055485459268e-14
ENSMUSG00000000094	1.42102388930743	0.561114518392428	366.522450353384	0.00153091445790409	0.998778507467264	NA
ENSMUSG00000000103	0.0396535815419843	0.550326256524691	406.014358140456	0.00135543545564542	0.998918519307926	NA
ENSMUSG00000000120	3.66413157784352	5.42668280697082	2.33743834668871	2.3216367673006	0.0202525023864733	NA
ENSMUSG00000000125	56.2560147954414	5.93760781518072	1.04472533373476	5.68341517473739	1.32031224563262e-08	1.11911562305663e-07
ENSMUSG00000000126	105.104840708309	-25.4157903337176	276.853185259854	-0.0918024125670157	0.926855027207592	0.982055612210233
ENSMUSG00000000127	6.28962616675417	-18.3113293184462	269.242863361623	-0.0680104537955834	0.945777312628751	NA
ENSMUSG00000000131	9529.88992765719	0.219245960939627	0.238493657684988	0.919294722835842	0.357941437317716	0.50719898428245
ENSMUSG00000000134	2130.47302244993	0.340007141831558	0.340224787099649	0.999360289795619	0.317620189167653	0.460012699591275
ENSMUSG00000000142	1382.23856117438	-2.00378883297196	0.2707872356158	-7.39986443014983	1.36323601334259e-13	2.2873693263797e-12
ENSMUSG00000000148	1162.29803347496	-0.0704627226360287	0.188673608488947	-0.373463587198824	0.708803441291291	0.865573021070904
ENSMUSG00000000149	1079.13295847085	2.4656950374467	0.230757161727311	10.6852373247702	1.19343422945687e-26	6.65542350873811e-25
ENSMUSG00000000154	3.58841580949688	-2.70000054932398	1.3514890437023	-1.99779684630483	0.045738689400716	NA
ENSMUSG00000000157	0.643001291143681	-16.5160033646628	287.116488532423	-0.0575237021359633	0.954128025792108	NA
ENSMUSG00000000159	7.88419028210961	-20.3697752905705	287.777250775803	-0.0707831325640115	0.943570356412644	0.982055612210233
ENSMUSG00000000167	16.4446259080216	3.63084410086147	1.53031502979774	2.37261219432796	0.0176627979551235	0.0404364732778914
ENSMUSG00000000168	1127.56475080456	0.574463279514769	0.244668097553642	2.34792882790459	0.0188781281773408	0.0428600665022315
ENSMUSG00000000171	2469.01931158445	0.012170334245636	0.264729980196688	0.045972633082939	0.96333206247544	0.985990621321976
ENSMUSG00000000182	1.54361044714825	0.4204908236957	650.903939414907	0.000646010568124193	0.99948455817743	NA
ENSMUSG00000000183	0.48107582593124	0.555800284762066	386.34886856954	0.0014385969003091	0.998852166139943	NA
ENSMUSG00000000184	11413.0212540035	-0.178512963632472	0.241309944398411	-0.73976629548984	0.45944181347903	0.619200792262681
ENSMUSG00000000194	2228.48863583314	-0.00502905192435436	0.294880982675543	-0.0170545142610564	0.986393125990168	0.999546711977784
ENSMUSG00000000197	0.729124489120919	0.560101067709599	370.399307368823	0.00151215473832375	0.998793475540556	NA
ENSMUSG00000000202	3.24753110421327	1.84345193261174	2.08743932248315	0.883116415771466	0.377173375624942	NA
ENSMUSG00000000204	12.2774430477831	-1.16184521825502	0.874785374453086	-1.32814888335485	0.184128927214957	0.295759663848633
ENSMUSG00000000214	0.601207011033442	17.1907129610688	277.663697507812	0.0619119932326951	0.950632916603204	NA
